word,splits,translation
まし,"['なり', 'まし', 'became']",became
た,"['なり', 'た', 'became']",became
おにぎり,"['おにぎり', 'を', 'つ', '作り', 'making rice balls']",making rice balls
を,"['おにぎり', 'を', 'つ', '作り', 'making rice balls']",making rice balls
六,"['六', 'つ', '作り', 'making six']",making six
つ,"['おにぎり', '六', 'つ', '作り', 'Making six rice balls']",Making six rice balls
作り,"['つ', '作り', 'まし', 'た', '。', 'I made one.']",I made one.
まし,"['作り', 'まし', 'I made']",I made
た,"['作り', 'た', 'made']",made
きれい,"['きれい', 'な', '花', '咲き', 'beautiful flower bloom']",beautiful flower bloom
な,"['きれい', 'な', '花', '咲き', 'beautiful flower bloom']",beautiful flower bloom
花,"['きれい', '花', 'が', '咲き', 'beautiful flowers bloom']",beautiful flowers bloom
が,"['花', 'が', '咲き', 'flowers bloom']",flowers bloom
咲き,"['花', '咲き', 'まし', 'た', '。', 'The flowers have bloomed.']",The flowers have bloomed.
まし,"['咲き', 'まし', 'Blooming']",Blooming
た,"['咲き', 'た', 'bloomed']",bloomed
母,"['母', 'に', '贈っ', 'give it to my mother']",give it to my mother
に,"['母', 'に', '贈っ', 'give it to my mother']",give it to my mother
花,"['花', 'を', '贈っ', 'send flowers']",send flowers
を,"['花', 'を', '贈っ', 'send flowers']",send flowers
贈っ,"['母', '花', '贈っ', 'た', '。', 'I gave mother flowers.']",I gave mother flowers.
た,"['贈っ', 'た', 'gave']",gave
動か,"['動か', 'ない', 'で', '。', 'Do not move.']",Do not move.
ない,"['動か', 'ない', 'does not move']",does not move
で,"['動か', 'で', 'by moving']",by moving
お腹,"['お腹', 'が', '痛く', '動け', 'stomach hurts move']",stomach hurts move
が,"['お腹', 'が', '痛く', '動け', 'stomach hurts move']",stomach hurts move
痛く,"['お腹', '痛く', 'て', '動け', 'i have a stomach ache i need to move']",i have a stomach ache i need to move
て,"['痛く', 'て', '動け', 'it hurts to move']",it hurts to move
動け,"['痛く', '動け', 'ませ', 'ん', '。', ""I can't move because of the pain.""]",I can't move because of the pain.
ませ,"['動け', 'ませ', ""don't move""]",don't move
ん,"['動け', 'ん', ""can't move""]",can't move
赤い,"['赤い', '線', '引い', 'red line drawing']",red line drawing
線,"['赤い', '線', 'を', '引い', 'draw a red line']",draw a red line
を,"['線', 'を', '引い', 'draw a line']",draw a line
2,"['2', '本', '引い', '2 pulls']",2 pulls
本,"['2', '本', '引い', '2 pulls']",2 pulls
引い,"['線', '本', '引い', 'て', '。', 'Draw the line.']",Draw the line.
て,"['引い', 'て', 'ください', 'please pull']",please pull
ください,"['引い', 'て', 'ください', 'please pull']",please pull
この,"['この', '線', '細く', 'this thin line']",this thin line
線,"['この', '線', 'を', '細く', 'thin this line']",thin this line
を,"['線', 'を', '細く', 'thin lines']",thin lines
もっと,"['もっと', '細く', 'thinner']",thinner
細く,"['線', 'もっと', '細く', 'し', 'て', '。', 'Make the lines thinner.']",Make the lines thinner.
し,"['細く', 'し', 'thinning']",thinning
て,"['細く', 'て', 'ください', 'thin please']",thin please
ください,"['細く', 'て', 'ください', 'thin please']",thin please
先月,"['先月', 'の', '日', '生まれ', 'born last month']",born last month
の,"['先月', 'の', '日', '生まれ', 'born last month']",born last month
七,"['七', '日', '生まれ', 'born on the seventh day']",born on the seventh day
日,"['先月', '七', '日', 'に', '生まれ', 'Born on the 7th of last month']",Born on the 7th of last month
に,"['日', 'に', '生まれ', 'born on the day']",born on the day
孫,"['孫', 'が', '生まれ', 'a grandson was born']",a grandson was born
が,"['孫', 'が', '生まれ', 'a grandson was born']",a grandson was born
生まれ,"['日', '孫', '生まれ', 'まし', 'た', '。', 'Hison was born.']",Hison was born.
まし,"['生まれ', 'まし', 'was born']",was born
た,"['生まれ', 'た', 'was born']",was born
十,"['十', '日', 'あり', '10 days']",10 days
月,"['月', '日', 'あり', 'with date']",with date
七,"['七', '日', 'あり', 'there are seven days']",there are seven days
日,"['十', '月', '七', '日', 'に', 'あり', 'on the 7th of October']",on the 7th of October
に,"['日', 'に', 'あり', 'there is a day']",there is a day
スポーツ,"['スポーツ', 'イベント', 'あり', 'There are sports events']",There are sports events
イベント,"['スポーツ', 'イベント', 'が', 'あり', 'there is a sporting event']",there is a sporting event
が,"['イベント', 'が', 'あり', 'there is an event']",there is an event
あり,"['日', 'イベント', 'あり', 'ます', '。', 'We have a daily event.']",We have a daily event.
ます,"['あり', 'ます', 'I have']",I have
私,"['私', 'は', '行く', 'i go']",i go
は,"['私', 'は', '行く', 'i go']",i go
雨,"['雨', 'の', '以外', '行く', ""go unless it's raining""]",go unless it's raining
の,"['雨', 'の', '以外', '行く', ""go unless it's raining""]",go unless it's raining
日,"['日', '以外', '行く', 'go on other days']",go on other days
以外,"['は', '雨', '日', '以外', '行く', 'go except on rainy days']",go except on rainy days
は,"['は', '以外', '行く', 'go except']",go except
自転車,"['自転車', 'で', '行く', 'go by bike']",go by bike
で,"['自転車', 'で', '行く', 'go by bike']",go by bike
学校,"['学校', 'に', '行く', 'go to school']",go to school
に,"['学校', 'に', '行く', 'go to school']",go to school
行く,"['私', '以外', '自転車', '学校', '行く', '。', 'Except me go to cycling school.']",Except me go to cycling school.
私,"['私', 'は', 'あり', 'i have']",i have
は,"['私', 'は', 'あり', 'i have']",i have
月曜,"['月曜', '以外', 'あり', 'Available except Mondays']",Available except Mondays
日,"['日', '以外', 'あり', 'Other than Sundays']",Other than Sundays
以外,"['は', '月曜', '日', '以外', 'あり', 'is except Monday']",is except Monday
は,"['は', '以外', 'あり', 'There are other than']",There are other than
仕事,"['仕事', 'が', 'あり', 'I have a job']",I have a job
が,"['仕事', 'が', 'あり', 'I have a job']",I have a job
あり,"['私', '以外', '仕事', 'あり', 'ます', '。', 'I have other jobs.']",I have other jobs.
ます,"['あり', 'ます', 'I have']",I have
男,"['男', 'の', '人', '話し', 'かけ', '。', 'Talk to a man.']",Talk to a man.
の,"['男', 'の', '人', '話し', 'かけ', '。', 'Talk to a man.']",Talk to a man.
人,"['男', '人', 'が', '話し', 'かけ', '。', 'A man speaks.']",A man speaks.
が,"['人', 'が', '話し', 'かけ', '。', 'people talk']",people talk
私,"['私', 'たち', '話し', 'かけ', '。', 'we talk']",we talk
たち,"['私', 'たち', 'に', '話し', 'かけ', '。', 'talk to us']",talk to us
に,"['たち', 'に', '話し', 'かけ', '。', 'talk to us']",talk to us
話し,"['人', 'たち', '話し', 'かけ', '。', 'people talk.']",people talk.
かけ,"['た', '話し', 'かけ', '。', 'Talk to me.']",Talk to me.
た,"['た', 'かけ', '。', 'Take.']",Take.
彼,"['彼', 'は', '男', 'he is a man']",he is a man
は,"['彼', 'は', '男', 'he is a man']",he is a man
駄目,"['駄目', 'な', '男', 'bad man']",bad man
な,"['駄目', 'な', '男', 'bad man']",bad man
男,"['彼', '駄目', '男', 'だ', '。', 'He is a useless man.']",He is a useless man.
だ,"['男', 'だ', 'man']",man
彼,"['彼', 'は', '勉強', 'he studies']",he studies
は,"['彼', 'は', '勉強', 'he studies']",he studies
今,"['今', '、', '勉強', 'study now']",study now
勉強,"['彼', '今', '勉強', 'し', 'て', 'ます', '。', 'he is studying now']",he is studying now
し,"['勉強', 'し', 'study']",study
て,"['勉強', 'て', 'い', 'studying']",studying
い,"['勉強', 'て', 'い', 'studying']",studying
ます,"['勉強', 'ます', 'study']",study
彼,"['彼', 'の', '父親', '先生', 'his father teacher']",his father teacher
の,"['彼', 'の', '父親', '先生', 'his father teacher']",his father teacher
父親,"['彼', '父親', 'は', '先生', 'his father is a teacher']",his father is a teacher
は,"['父親', 'は', '先生', 'father is a teacher']",father is a teacher
先生,"['父親', '先生', 'です', '。', 'I am a father teacher.']",I am a father teacher.
です,"['先生', 'です', 'Teacher']",Teacher
店員,"['店員', 'は', '人', 'the clerk is a person']",the clerk is a person
は,"['店員', 'は', '人', 'the clerk is a person']",the clerk is a person
若い,"['若い', '女', '人', 'young lady']",young lady
女,"['若い', '女', 'の', '人', 'young woman']",young woman
の,"['女', 'の', '人', 'woman']",woman
人,"['店員', '女', '人', 'でし', 'た', '。', 'She was a saleswoman.']",She was a saleswoman.
でし,"['人', 'でし', 'human']",human
た,"['人', 'た', 'people']",people
彼女,"['彼女', '女', 'は', 'she woman']",she woman
は,"['彼女', '女', 'は', 'she woman']",she woman
悪い,"['女', '悪い', 'bad woman']",bad woman
女,"['彼女', '女', '悪い', 'だ', '。', ""she's a bad girl""]",she's a bad girl
だ,"['女', 'だ', ""it's a woman""]",it's a woman
今日,"['今日', '日', 'は', 'today is']",today is
は,"['今日', '日', 'は', 'today is']",today is
妻,"['日', '妻', 'の', ""Hitsuma's""]",Hitsuma's
の,"['日', '妻', 'の', ""Hitsuma's""]",Hitsuma's
誕生,"['日', '誕生', 'birthday']",birthday
日,"['今日', '日', '妻', '誕生', 'だ', '。', ""Today is my wife's birthday.""]",Today is my wife's birthday.
だ,"['日', 'だ', ""it's day""]",it's day
妻,"['妻', 'に', 'プレゼント', 'gift for wife']",gift for wife
に,"['妻', 'に', 'プレゼント', 'gift for wife']",gift for wife
ネックレス,"['ネックレス', 'を', 'プレゼント', 'gift a necklace']",gift a necklace
を,"['ネックレス', 'を', 'プレゼント', 'gift a necklace']",gift a necklace
プレゼント,"['妻', 'ネックレス', 'プレゼント', 'し', 'まし', 'た', '。', 'I gave my wife a necklace.']",I gave my wife a necklace.
し,"['プレゼント', 'し', 'present']",present
まし,"['プレゼント', 'まし', 'gift']",gift
た,"['プレゼント', 'た', 'I gave you a present']",I gave you a present
私,"['私', 'の', '祖母', '才', ""my grandmother's age""]",my grandmother's age
の,"['私', 'の', '祖母', '才', ""my grandmother's age""]",my grandmother's age
祖母,"['私', '祖母', 'は', '才', 'my grandmother is talented']",my grandmother is talented
は,"['祖母', 'は', '才', 'grandma is talented']",grandma is talented
百,"['百', '才', 'centenary']",centenary
才,"['祖母', '百', '才', 'です', '。', 'My grandmother is 100 years old.']",My grandmother is 100 years old.
です,"['才', 'です', ""I'm talented""]",I'm talented
この,"['この', '時計', 'もの', 'this watch thing']",this watch thing
古い,"['古い', '時計', 'もの', 'old clock stuff']",old clock stuff
時計,"['この', '古い', '時計', 'は', 'もの', 'this old clock is']",this old clock is
は,"['時計', 'は', 'もの', 'watches are things']",watches are things
百,"['百', '前', 'もの', '100 years ago']",100 years ago
年,"['年', '前', 'もの', 'a year ago']",a year ago
前,"['の', '百', '年', '前', 'もの', '100 years ago']",100 years ago
の,"['の', '前', 'もの', 'before the']",before the
もの,"['時計', '前', 'もの', 'だ', '。', ""It's before the clock.""]",It's before the clock.
だ,"['もの', 'だ', 'Thing']",Thing
彼,"['彼', 'は', '住ん', 'he lives']",he lives
は,"['彼', 'は', '住ん', 'he lives']",he lives
この,"['この', '辺', '住ん', 'live around here']",live around here
辺,"['この', '辺', 'に', '住ん', 'live around here']",live around here
に,"['辺', 'に', '住ん', 'live near']",live near
住ん,"['彼', '辺', '住ん', 'で', 'ます', '。', 'I live near him.']",I live near him.
で,"['住ん', 'で', 'い', 'live']",live
い,"['住ん', 'で', 'い', 'live']",live
ます,"['住ん', 'ます', 'live']",live
この,"['この', '辺', 'あり', 'around here']",around here
辺,"['この', '辺', 'は', 'あり', 'around here']",around here
は,"['辺', 'は', 'あり', 'there is a side']",there is a side
田んぼ,"['田んぼ', 'が', 'あり', 'there are rice fields']",there are rice fields
が,"['田んぼ', 'が', 'あり', 'there are rice fields']",there are rice fields
たくさん,"['たくさん', 'あり', 'there are many']",there are many
あり,"['辺', '田んぼ', 'たくさん', 'あり', 'ます', '。', 'There are many rice fields.']",There are many rice fields.
ます,"['あり', 'ます', 'I have']",I have
私,"['私', 'は', '来', 'i come']",i come
は,"['私', 'は', '来', 'i come']",i come
この,"['この', '店', '来', 'this store visit']",this store visit
店,"['この', '店', 'に', '来', 'come to this store']",come to this store
に,"['店', 'に', '来', 'come to the store']",come to the store
よく,"['よく', '来', 'come often']",come often
来,"['私', '店', 'よく', '来', 'ます', '。', 'I often come to my shop.']",I often come to my shop.
ます,"['来', 'ます', 'come']",come
この,"['この', '店', 'いい', 'this store is good']",this store is good
店,"['この', '店', 'は', 'いい', 'this store is good']",this store is good
は,"['店', 'は', 'いい', 'the store is nice']",the store is nice
サービス,"['サービス', 'が', 'いい', 'good service']",good service
が,"['サービス', 'が', 'いい', 'good service']",good service
いい,"['店', 'サービス', 'いい', '。', 'Good store service.']",Good store service.
お,"['お', '店', '閉まっ', 'shop closed']",shop closed
店,"['お', '店', 'は', '閉まっ', 'the shop is closed']",the shop is closed
は,"['店', 'は', '閉まっ', 'the shop is closed']",the shop is closed
もう,"['もう', '閉まっ', ""it's closed""]",it's closed
閉まっ,"['店', 'もう', '閉まっ', 'て', 'まし', 'た', '。', 'The shop was already closed.']",The shop was already closed.
て,"['閉まっ', 'て', 'い', 'closed']",closed
い,"['閉まっ', 'て', 'い', 'closed']",closed
まし,"['閉まっ', 'まし', 'closed']",closed
た,"['閉まっ', 'た', 'closed']",closed
その,"['その', '館', '閉まり', 'the hall is closed']",the hall is closed
図書,"['図書', '館', '閉まり', 'library closed']",library closed
館,"['その', '図書', '館', 'は', '閉まり', 'the library is closed']",the library is closed
は,"['館', 'は', '閉まり', 'the hall is closed']",the hall is closed
日曜,"['日', '閉まり', 'sun closes']",sun closes
日,"['は', '日曜', '閉まり', 'is closed on sundays']",is closed on sundays
は,"['は', '日', '閉まり', 'closed on Sundays']",closed on Sundays
5,"['5', '時', '閉まり', 'closes at 5']",closes at 5
時,"['5', '時', 'に', '閉まり', ""closes at 5 o'clock""]",closes at 5 o'clock
に,"['時', 'に', '閉まり', 'closed at times']",closed at times
閉まり,"['館', '日', '時', '閉まり', 'ます', '。', 'The museum will be closed on certain days.']",The museum will be closed on certain days.
ます,"['閉まり', 'ます', 'close']",close
問題,"['問題', 'が', 'つ', 'あり', 'there is a problem']",there is a problem
が,"['問題', 'が', 'つ', 'あり', 'there is a problem']",there is a problem
一,"['一', 'つ', 'あり', 'there is one']",there is one
つ,"['問題', '一', 'つ', 'あり', 'there is one problem']",there is one problem
あり,"['つ', 'あり', 'ます', '。', 'There are two.']",There are two.
ます,"['あり', 'ます', 'I have']",I have
この,"['この', '問題', '易しい', 'this problem is easy']",this problem is easy
問題,"['この', '問題', 'は', '易しい', 'this problem is easy']",this problem is easy
は,"['問題', 'は', '易しい', 'the problem is easy']",the problem is easy
かなり,"['かなり', '易しい', 'pretty easy']",pretty easy
易しい,"['問題', 'かなり', '易しい', 'です', '。', 'The problem is fairly easy.']",The problem is fairly easy.
です,"['易しい', 'です', ""it's easy""]",it's easy
私,"['私', 'に', 'は', '必要', 'i need']",i need
に,"['私', 'に', '必要', 'i need']",i need
は,"['私', 'は', '必要', 'i need']",i need
たくさん,"['たくさん', 'の', '金', '必要', 'need a lot of money']",need a lot of money
の,"['たくさん', 'の', '金', '必要', 'need a lot of money']",need a lot of money
お,"['お', '金', '必要', 'need money']",need money
金,"['たくさん', 'お', '金', 'が', '必要', 'need a lot of money']",need a lot of money
が,"['金', 'が', '必要', 'need money']",need money
必要,"['私', '金', '必要', 'だ', '。', 'I need my own money.']",I need my own money.
だ,"['必要', 'だ', 'I need']",I need
新しい,"['新しい', 'ブラシ', '必要', 'need a new brush']",need a new brush
歯,"['歯', 'ブラシ', '必要', 'need a toothbrush']",need a toothbrush
ブラシ,"['新しい', '歯', 'ブラシ', 'が', '必要', 'need a new toothbrush']",need a new toothbrush
が,"['ブラシ', 'が', '必要', 'need a brush']",need a brush
必要,"['ブラシ', '必要', 'だ', '。', 'I need a brush.']",I need a brush.
だ,"['必要', 'だ', 'I need']",I need
この,"['この', '車', 'もっ', 'this car too']",this car too
車,"['この', '車', 'は', 'もっ', 'this car']",this car
は,"['車', 'は', 'もっ', 'more cars']",more cars
よく,"['よく', 'もっ', 'well']",well
もっ,"['車', 'よく', 'もっ', 'て', '。', 'Take care of your car.']",Take care of your car.
て,"['もっ', 'て', 'いる', 'have']",have
いる,"['もっ', 'て', 'いる', 'have']",have
彼女,"['彼女', 'は', 'もた', 'she also']",she also
は,"['彼女', 'は', 'もた', 'she also']",she also
もう,"['もう', '長く', 'もた', ""it's been a long time""]",it's been a long time
長く,"['は', 'もう', '長く', 'もた', 'lasted a long time']",lasted a long time
は,"['は', '長く', 'もた', 'lasted a long time']",lasted a long time
もた,"['彼女', '長く', 'もた', 'ない', 'だろう', '。', ""She won't last long.""]",She won't last long.
ない,"['もた', 'ない', ""don't last""]",don't last
だろう,"['もた', 'だろう', 'would have']",would have
電車,"['電車', 'の', 'ドア', '開き', 'train door open']",train door open
の,"['電車', 'の', 'ドア', '開き', 'train door open']",train door open
ドア,"['電車', 'ドア', 'が', '開き', 'train doors open']",train doors open
が,"['ドア', 'が', '開き', 'the door opens']",the door opens
開き,"['ドア', '開き', 'まし', 'た', '。', 'I opened the door.']",I opened the door.
まし,"['開き', 'まし', 'opened']",opened
た,"['開き', 'た', 'opened']",opened
銀行,"['銀行', 'は', '開い', 'the bank is open']",the bank is open
は,"['銀行', 'は', '開い', 'the bank is open']",the bank is open
3,"['3', '時', '開い', 'Open at 3:00']",Open at 3:00
時,"['3', '時', 'まで', '開い', 'open until 3pm']",open until 3pm
まで,"['時', 'まで', '開い', 'open until']",open until
開い,"['銀行', '時', '開い', 'て', 'ます', '。', 'Banks are open.']",Banks are open.
て,"['開い', 'い', 'て', 'open']",open
い,"['開い', 'い', 'て', 'open']",open
ます,"['開い', 'ます', 'open']",open
昨年,"['昨年', '年', 'は', '多い', 'last year many']",last year many
は,"['昨年', '年', 'は', '多い', 'last year many']",last year many
地震,"['年', '地震', 'が', '多い', 'many earthquakes per year']",many earthquakes per year
が,"['年', '地震', 'が', '多い', 'many earthquakes per year']",many earthquakes per year
多い,"['昨年', '年', '地震', '多い', 'There were many earthquakes last year']",There were many earthquakes last year
年,"['年', '多い', 'でし', 'た', '。', 'It was many years.']",It was many years.
でし,"['年', 'でし', 'year old']",year old
た,"['年', 'た', 'years old']",years old
私,"['私', 'たち', '登り', 'we climb']",we climb
たち,"['私', 'たち', 'は', '登り', 'we climb']",we climb
は,"['たち', 'は', '登り', 'we climb']",we climb
昨年,"['昨年', '、', '登り', 'climbed last year']",climbed last year
富士,"['富士', '山', '登り', 'Mt.Fuji Climbing']",Mt.Fuji Climbing
山,"['富士', '山', 'に', '登り', 'Climb Mount Fuji']",Climb Mount Fuji
に,"['山', 'に', '登り', 'climb the mountain']",climb the mountain
登り,"['た', '昨年', '山', '登り', 'まし', '。', 'I climbed a mountain last year.']",I climbed a mountain last year.
まし,"['登り', 'まし', 'climbed']",climbed
た,"['た', '登り', 'climbing']",climbing
けが,"['けが', 'は', '治り', 'wound healed']",wound healed
は,"['けが', 'は', '治り', 'wound healed']",wound healed
もう,"['もう', '治り', 'already healed']",already healed
治り,"['けが', 'もう', '治り', 'まし', 'た', 'か', '。', 'Have you recovered from your injury yet?']",Have you recovered from your injury yet?
まし,"['治り', 'まし', 'cured']",cured
た,"['治り', 'た', 'healed']",healed
か,"['治り', 'か', 'cure']",cure
やっと,"['やっと', '治り', 'finally healed']",finally healed
風邪,"['風邪', 'が', '治り', 'cure a cold']",cure a cold
が,"['風邪', 'が', '治り', 'cure a cold']",cure a cold
治り,"['やっと', '風邪', '治り', 'まし', 'た', '。', 'I finally got over my cold.']",I finally got over my cold.
まし,"['治り', 'まし', 'cured']",cured
た,"['治り', 'た', 'healed']",healed
この,"['この', '服', 'ドル', 'this clothes dollar']",this clothes dollar
服,"['この', '服', 'は', 'ドル', 'this dress is a dollar']",this dress is a dollar
は,"['服', 'は', 'ドル', 'clothes in dollars']",clothes in dollars
300,"['300', 'ドル', '$300']",$300
ドル,"['服', '300', 'ドル', 'し', 'まし', 'た', '。', '$300 for clothes.']",$300 for clothes.
し,"['ドル', 'し', 'dollars']",dollars
まし,"['ドル', 'まし', 'dollar']",dollar
た,"['ドル', 'た', 'dollar was']",dollar was
今,"['今', '、', '円', 'Yen now']",Yen now
１,"['１', '円', '1 yen']",1 yen
ドル,"['ドル', '円', 'dollar yen']",dollar yen
何,"['何', '円', 'how many yen']",how many yen
円,"['今', '１', 'ドル', '何', '円', 'です', 'か', '。', 'How many yen is one dollar now?']",How many yen is one dollar now?
です,"['円', 'です', ""It's a yen""]",It's a yen
か,"['円', 'か', 'Yen or']",Yen or
全て,"['全て', 'の', 'システム', '停止', 'Stop all systems']",Stop all systems
の,"['全て', 'の', 'システム', '停止', 'Stop all systems']",Stop all systems
システム,"['全て', 'システム', 'が', '停止', 'All systems stopped']",All systems stopped
が,"['システム', 'が', '停止', 'system stopped']",system stopped
停止,"['システム', '停止', 'し', 'た', '。', 'System stopped.']",System stopped.
し,"['停止', 'し', 'stop']",stop
た,"['停止', 'た', 'stopped']",stopped
会社,"['会社', 'に', '入っ', 'enter the company']",enter the company
に,"['会社', 'に', '入っ', 'enter the company']",enter the company
新しい,"['新しい', 'システム', '入っ', 'new system']",new system
システム,"['新しい', 'システム', 'が', '入っ', 'got a new system']",got a new system
が,"['システム', 'が', '入っ', 'the system entered']",the system entered
入っ,"['会社', 'システム', '入っ', 'た', '。', 'entered the company system.']",entered the company system.
た,"['入っ', 'た', 'Has entered']",Has entered
飛行,"['飛行', '機', '遅れ', 'flight delay']",flight delay
機,"['飛行', '機', 'が', '遅れ', 'flight is delayed']",flight is delayed
が,"['機', 'が', '遅れ', 'late']",late
1,"['1', '以上', '遅れ', '1 or more lag']",1 or more lag
時間,"['時間', '以上', '遅れ', 'more than an hour late']",more than an hour late
以上,"['1', '時間', '以上', '遅れ', 'more than 1 hour late']",more than 1 hour late
遅れ,"['機', '以上', '遅れ', 'た', '。', 'I was late by more than a plane.']",I was late by more than a plane.
た,"['遅れ', 'た', 'Late']",Late
今日,"['今日', 'は', '飲ん', 'drink today']",drink today
は,"['今日', 'は', '飲ん', 'drink today']",drink today
水,"['水', 'を', '飲ん', 'drink water']",drink water
を,"['水', 'を', '飲ん', 'drink water']",drink water
2,"['2', '以上', '飲ん', 'drink 2 or more']",drink 2 or more
リットル,"['リットル', '以上', '飲ん', 'drink more than a liter']",drink more than a liter
以上,"['2', 'リットル', '以上', '飲ん', 'drink more than 2 liters']",drink more than 2 liters
飲ん,"['今日', '水', '以上', '飲ん', 'だ', 'わ', '。', 'I drank more than water today.']",I drank more than water today.
だ,"['飲ん', 'だ', 'Drank']",Drank
わ,"['飲ん', 'わ', 'I drank']",I drank
それ,"['それ', 'は', '本', ""it's a book""]",it's a book
は,"['それ', 'は', '本', ""it's a book""]",it's a book
最近,"['最近', '話題', '本', 'Recent topic book']",Recent topic book
話題,"['最近', '話題', 'の', '本', 'recent trending books']",recent trending books
の,"['話題', 'の', '本', 'topical book']",topical book
本,"['それ', '話題', '本', 'です', 'ね', '。', ""It's a topical book.""]",It's a topical book.
です,"['本', 'です', ""it's a book""]",it's a book
ね,"['本', 'ね', 'book']",book
最近,"['最近', '、', 'ハード', 'recently hard']",recently hard
仕事,"['仕事', 'が', 'ハード', 'work is hard']",work is hard
が,"['仕事', 'が', 'ハード', 'work is hard']",work is hard
かなり,"['かなり', 'ハード', 'pretty hard']",pretty hard
ハード,"['最近', '仕事', 'かなり', 'ハード', 'です', '。', 'Work is pretty hard lately.']",Work is pretty hard lately.
です,"['ハード', 'です', ""it's hard""]",it's hard
私,"['私', 'は', 'し', 'I do']",I do
は,"['私', 'は', 'し', 'I do']",I do
世界,"['世界', '旅行', 'し', 'travel the world']",travel the world
旅行,"['世界', '旅行', 'を', 'し', 'travel the world']",travel the world
を,"['旅行', 'を', 'し', 'take a trip']",take a trip
し,"['私', '旅行', 'し', 'たい', '。', 'I want to travel']",I want to travel
たい,"['し', 'たい', 'Want to']",Want to
エベレスト,"['エベレスト', 'は', '山', 'Everest is a mountain']",Everest is a mountain
は,"['エベレスト', 'は', '山', 'Everest is a mountain']",Everest is a mountain
世界,"['世界', 'で', '高い', '山', 'highest mountain in the world']",highest mountain in the world
で,"['世界', 'で', '高い', '山', 'highest mountain in the world']",highest mountain in the world
いちばん,"['いちばん', '高い', '山', 'highest mountain']",highest mountain
高い,"['世界', 'いちばん', '高い', '山', 'highest mountain in the world']",highest mountain in the world
山,"['エベレスト', '高い', '山', 'です', '。', 'Everest is the highest mountain.']",Everest is the highest mountain.
です,"['山', 'です', ""it's a mountain""]",it's a mountain
新しい,"['新しい', 'コンピューター', '買っ', 'buy a new computer']",buy a new computer
コンピューター,"['新しい', 'コンピューター', 'を', '買っ', 'buy a new computer']",buy a new computer
を,"['コンピューター', 'を', '買っ', 'buy a computer']",buy a computer
買っ,"['コンピューター', '買っ', 'た', '。', 'bought a computer.']",bought a computer.
た,"['買っ', 'た', 'bought']",bought
この,"['この', 'コンピューター', '遅い', 'this computer is slow']",this computer is slow
コンピューター,"['この', 'コンピューター', 'は', '遅い', 'this computer is slow']",this computer is slow
は,"['コンピューター', 'は', '遅い', 'computer is slow']",computer is slow
すごく,"['すごく', '遅い', 'very late']",very late
遅い,"['コンピューター', 'すごく', '遅い', 'です', '。', 'My computer is very slow.']",My computer is very slow.
です,"['遅い', 'です', ""it's slow""]",it's slow
犬,"['犬', 'に', 'やっ', 'do it to the dog']",do it to the dog
に,"['犬', 'に', 'やっ', 'do it to the dog']",do it to the dog
えさ,"['えさ', 'を', 'やっ', 'feed']",feed
を,"['えさ', 'を', 'やっ', 'feed']",feed
やっ,"['犬', 'えさ', 'やっ', 'た', '。', 'I fed the dog.']",I fed the dog.
た,"['やっ', 'た', 'Hooray']",Hooray
毎日,"['毎日', 'やり', 'do every day']",do every day
金魚,"['金魚', 'に', 'やり', 'goldfish']",goldfish
に,"['金魚', 'に', 'やり', 'goldfish']",goldfish
餌,"['餌', 'を', 'やり', 'feed']",feed
を,"['餌', 'を', 'やり', 'feed']",feed
やり,"['毎日', '金魚', '餌', 'やり', 'ます', '。', 'I feed goldfish every day.']",I feed goldfish every day.
ます,"['やり', 'ます', ""I'll do it""]",I'll do it
それ,"['それ', 'は', '意味', 'it means']",it means
は,"['それ', 'は', '意味', 'it means']",it means
どういう,"['どういう', '意味', 'What do you mean']",What do you mean
意味,"['それ', 'どういう', '意味', 'です', 'か', '。', 'what does that mean']",what does that mean
です,"['意味', 'です', 'it means']",it means
か,"['意味', 'か', 'meaning']",meaning
この,"['この', '言葉', '意味', '分かり', 'I understand the meaning of this word']",I understand the meaning of this word
言葉,"['この', 'の', '言葉', '意味', '分かり', 'I understand the meaning of this word']",I understand the meaning of this word
の,"['の', '言葉', '意味', '分かり', 'understand the meaning of']",understand the meaning of
意味,"['言葉', '意味', 'が', '分かり', 'understand the meaning of words']",understand the meaning of words
が,"['意味', 'が', '分かり', 'I understand']",I understand
分かり,"['意味', '分かり', 'ませ', 'ん', '。', ""I don't understand.""]",I don't understand.
ませ,"['分かり', 'ませ', ""don't understand""]",don't understand
ん,"['分かり', 'ん', ""I don't understand""]",I don't understand
この,"['この', '町', '増え', 'increase in this town']",increase in this town
町,"['この', '町', 'は', '増え', 'this town is growing']",this town is growing
は,"['町', 'は', '増え', 'more towns']",more towns
人口,"['人口', 'が', '増え', 'population increase']",population increase
が,"['人口', 'が', '増え', 'population increase']",population increase
増え,"['町', '人口', '増え', 'た', '。', 'Town population increased.']",Town population increased.
た,"['増え', 'た', 'Increased']",Increased
日本,"['日本', 'に', '住む', '人', '増え', 'Increasing number of people living in Japan']",Increasing number of people living in Japan
に,"['日本', 'に', '住む', '人', '増え', 'Increasing number of people living in Japan']",Increasing number of people living in Japan
住む,"['日本', '住む', '人', '増え', 'Increasing number of people living in Japan']",Increasing number of people living in Japan
外国,"['外国', '人', '増え', 'increase in foreigners']",increase in foreigners
人,"['住む', '外国', '人', 'が', '増え', 'More foreigners living']",More foreigners living
